member_id,employer_ref,policy_number,enrolment_date,total_contribution_cumulative_eur,retirement_date,employee_contribution_monthly_eur,employer_contribution_monthly_eur,age,gender,opt_out_date,company_name,annual_salary_estimate_eur,loss
MEM0001768,EMP000033,6692553,11-10-2024,581.44,14-12-2033,149.44,141.28,53,Female,,Nest Pension Ltd,41626,
MEM0001769,EMP000038,3770370,22-10-2017,27223.43,22-11-2028,162.76,150.15,64,Male,,Nest Pension Ltd,35016,
MEM0001770,EMP000047,7350753,14-03-2015,8101.29,16-11-2047,33.39,34.69,35,Female,,Nest Pension Ltd,12000,
MEM0001771,EMP000031,7637601,12-03-2015,19599.07,03-06-2038,74.88,89.82,44,Female,,Nest Pension Ltd,37048,
MEM0001772,EMP000025,8835373,04-06-2019,11893.17,04-04-2052,94.61,82.9,29,Male,,Nest Pension Ltd,35380,
MEM0001773,EMP000003,8106470,21-08-2011,41603.35,22-06-2030,127.5,129.31,61,Female,,Nest Pension Ltd,33152,
MEM0001774,EMP000002,4226067,15-03-2017,26206.22,13-09-2060,130.71,148.08,33,Male,,Nest Pension Ltd,44038,
MEM0001775,EMP000041,3154051,25-06-2022,13719.47,25-10-2051,236.15,221.17,34,Male,,Nest Pension Ltd,55521,
MEM0001776,EMP000044,1538552,22-01-2015,36321.05,25-08-2043,150.1,150.07,41,Female,,Nest Pension Ltd,36888,
MEM0001777,EMP000013,3678638,21-01-2023,4500.42,25-04-2060,102.65,93.02,22,Male,,Nest Pension Ltd,45287,
MEM0001778,EMP000009,1419610,24-01-2018,4492.99,14-07-2029,27.18,26.31,52,Male,,Nest Pension Ltd,12000,
MEM0001779,EMP000047,4194548,28-05-2024,2110.6,30-08-2036,147.57,153.94,53,Female,,Nest Pension Ltd,38597,
MEM0001780,EMP000037,9517485,26-03-2021,7868.7,30-01-2046,88.03,86.83,45,Female,,Nest Pension Ltd,42294,
MEM0001781,EMP000009,8038374,05-11-2019,24858.99,06-12-2039,183.4,217.55,52,Female,,Nest Pension Ltd,58856,
MEM0001782,EMP000009,9197443,09-09-2016,23875.75,14-05-2049,123.51,112.88,34,Male,,Nest Pension Ltd,26462,
MEM0001783,EMP000039,1971823,03-06-2017,13267.37,19-10-2058,77.93,66.28,28,Female,,Nest Pension Ltd,20025,
MEM0001784,EMP000017,3564251,10-01-2018,28036.2,28-05-2054,156.47,177.29,30,Male,,Nest Pension Ltd,42781,
MEM0001785,EMP000037,2197935,12-08-2021,4064.87,16-01-2031,46.39,52.75,62,Male,,Nest Pension Ltd,18288,
MEM0001786,EMP000004,5041154,27-06-2012,23216.04,29-04-2032,72.48,80.26,69,Male,,Nest Pension Ltd,25536,
MEM0001787,EMP000022,5218028,08-11-2015,56722.5,29-11-2048,252.34,258.67,41,Male,,Nest Pension Ltd,52101,
MEM0001788,EMP000036,2582524,24-05-2017,14671.65,21-01-2057,74.27,85.2,30,Male,,Nest Pension Ltd,22443,
MEM0001789,EMP000037,7264956,17-10-2010,107845.45,14-05-2026,309.77,317.24,56,Female,,Nest Pension Ltd,67678,
MEM0001790,EMP000040,5667265,15-05-2022,10116.08,28-09-2031,157.7,158.43,52,Female,,Nest Pension Ltd,37915,
MEM0001791,EMP000007,1533224,20-02-2021,7830.59,16-01-2030,85.36,81.25,55,Male,,Nest Pension Ltd,30233,
MEM0001792,EMP000031,2110460,09-02-2015,15401.36,13-02-2050,63.53,64.81,30,Female,,Nest Pension Ltd,36748,
MEM0001793,EMP000013,6159230,22-08-2023,850.84,28-05-2035,27.59,25.59,45,Male,,Nest Pension Ltd,12000,
MEM0001794,EMP000025,2016911,18-06-2018,10556.15,02-06-2059,64.4,69.22,34,Male,,Nest Pension Ltd,28627,
MEM0001795,EMP000009,2714803,28-10-2019,24165.05,16-04-2059,198.28,185.29,32,Male,,Nest Pension Ltd,47303,
MEM0001796,EMP000028,9478454,06-05-2015,42106.68,25-02-2039,163.33,196.56,43,Male,,Nest Pension Ltd,47259,
MEM0001797,EMP000027,8106470,10-01-2022,7209.08,16-01-2027,95.67,104.58,58,Female,,Nest Pension Ltd,35029,
MEM0001798,EMP000016,9478454,20-09-2011,74246.89,22-04-2048,247.69,213.47,36,Male,,Nest Pension Ltd,57993,
MEM0001799,EMP000003,4567281,04-11-2017,32176.45,31-03-2026,185.95,183.89,65,Male,,Nest Pension Ltd,40118,
MEM0001800,EMP000026,2785277,30-09-2024,1239.64,01-11-2054,216.91,196.3,27,Male,,Nest Pension Ltd,57504,
MEM0001801,EMP000035,7377459,06-02-2021,12484.93,16-09-2041,132.35,133.29,45,Female,,Nest Pension Ltd,35739,
MEM0001802,EMP000024,2833230,15-05-2022,12399.82,02-02-2047,203.33,184.16,40,Female,,Nest Pension Ltd,45836,
MEM0001803,EMP000021,5672073,22-02-2022,6228.16,19-03-2028,98.57,84.61,54,Male,,Nest Pension Ltd,48007,
MEM0001804,EMP000027,4594297,13-12-2023,2407.98,19-01-2033,109.08,91.58,52,Male,,Nest Pension Ltd,27539,
MEM0001805,EMP000009,1326765,04-03-2015,40581.19,29-04-2037,162.91,178.11,48,Male,28-05-2024,Nest Pension Ltd,60609,
MEM0001806,EMP000010,1533224,10-04-2015,23060.95,01-06-2036,100.54,94.89,57,Male,,Nest Pension Ltd,23437,
MEM0001807,EMP000003,4684531,27-03-2016,42686.59,25-08-2027,215.08,187.62,65,Female,,Nest Pension Ltd,58229,
MEM0001808,EMP000006,1445199,05-04-2016,24379.53,19-03-2025,108.95,121.05,67,Female,,Nest Pension Ltd,39803,
MEM0001809,EMP000025,5924115,30-12-2010,46545.18,05-07-2038,148.69,125.11,48,Male,,Nest Pension Ltd,38963,
MEM0001810,EMP000028,6159230,05-03-2011,48083.76,02-12-2028,154.64,131.57,52,Female,,Nest Pension Ltd,34394,
MEM0001811,EMP000002,7693979,17-07-2017,28007.49,25-07-2042,156.92,154.27,43,Male,,Nest Pension Ltd,32559,
MEM0001812,EMP000040,6707197,04-08-2019,6093.18,05-05-2055,42.19,51.55,28,Male,,Nest Pension Ltd,21932,
MEM0001813,EMP000047,1527021,12-06-2016,37755.92,12-01-2029,170.94,192.1,62,Female,,Nest Pension Ltd,38495,
MEM0001814,EMP000037,2016911,21-08-2021,3739.01,26-02-2046,47.71,45.77,39,Male,,Nest Pension Ltd,24229,
MEM0001815,EMP000016,7022674,05-05-2010,24658.2,10-06-2036,70.64,67.89,51,Female,,Nest Pension Ltd,21569,
MEM0001816,EMP000050,1971823,20-08-2016,42589.35,02-09-2042,202.52,219.16,49,Female,,Nest Pension Ltd,50942,
MEM0001817,EMP000024,5528972,14-10-2024,353.53,12-12-2043,87.06,89.7,36,Male,,Nest Pension Ltd,42208,
MEM0001818,EMP000043,7637601,07-12-2015,20053.48,21-07-2054,86.81,95.49,40,Male,,Nest Pension Ltd,21905,
MEM0001819,EMP000001,9398441,31-10-2010,42508.1,15-09-2039,113.38,133.76,56,Female,,Nest Pension Ltd,33282,
MEM0001820,EMP000014,7402509,25-04-2011,49971.51,23-01-2035,155.32,145.71,70,Female,,Nest Pension Ltd,37216,
MEM0001821,EMP000021,4335942,18-11-2019,5671.45,30-03-2052,47.74,43.73,36,Male,,Nest Pension Ltd,22757,
MEM0001822,EMP000032,2622631,07-02-2015,12739.42,09-10-2034,50.42,55.74,69,Female,,Nest Pension Ltd,13174,
MEM0001823,EMP000004,4514944,26-07-2012,72226.81,02-07-2051,240.03,238.29,34,Male,,Nest Pension Ltd,51348,
MEM0001824,EMP000029,3770370,12-02-2017,8886.15,05-03-2057,50.32,43.22,29,Female,,Nest Pension Ltd,26432,
MEM0001825,EMP000017,3741438,13-05-2010,34719.57,12-03-2025,105.8,89.25,56,Male,,Nest Pension Ltd,34751,
MEM0001826,EMP000007,8536477,15-05-2021,14353.8,29-01-2032,164.71,161.51,51,Male,,Nest Pension Ltd,45249,
MEM0001827,EMP000014,8698256,17-10-2022,13481.53,16-11-2047,233.37,285.15,45,Female,,Nest Pension Ltd,63382,
MEM0001828,EMP000019,1728977,22-07-2010,16857.68,02-01-2037,45.6,50.73,54,Female,,Nest Pension Ltd,21744,
MEM0001829,EMP000042,9279821,22-07-2020,12499.16,08-10-2037,104.64,126.83,42,Male,,Nest Pension Ltd,45868,
MEM0001830,EMP000019,9996414,06-04-2023,3251.04,01-02-2061,71.27,83.54,22,Male,,Nest Pension Ltd,41727,
MEM0001831,EMP000021,1009594,26-05-2021,7859.22,11-09-2031,99.44,83.33,60,Male,,Nest Pension Ltd,36385,
MEM0001832,EMP000038,8078673,26-09-2024,256.03,15-08-2063,41.43,43.91,29,Male,,Nest Pension Ltd,12000,
MEM0001833,EMP000005,7210606,06-09-2022,10425.83,21-07-2037,199.46,172.89,54,Female,,Nest Pension Ltd,58691,
MEM0001834,EMP000027,5017343,20-09-2012,21442.73,12-10-2029,72.83,71.08,65,Female,,Nest Pension Ltd,25823,
MEM0001835,EMP000043,2876828,02-09-2021,5513.47,13-01-2039,74.11,63.73,51,Male,,Nest Pension Ltd,29277,
MEM0001836,EMP000037,7730428,23-06-2015,11130.77,19-12-2036,49.42,47.37,50,Male,,Nest Pension Ltd,15192,
MEM0001837,EMP000021,8106470,03-08-2012,53193.48,20-02-2047,174.01,178.26,47,Male,,Nest Pension Ltd,49462,
MEM0001838,EMP000023,2161193,05-05-2021,8607.55,24-03-2064,104.09,91.54,27,Male,,Nest Pension Ltd,30418,
MEM0001839,EMP000015,8294150,25-05-2019,9715.92,17-02-2045,64.49,78.39,39,Male,,Nest Pension Ltd,34654,
MEM0001840,EMP000027,2130789,12-02-2023,9519.36,29-06-2058,228.91,203.79,29,Male,,Nest Pension Ltd,54178,
MEM0001841,EMP000008,5667265,01-03-2019,5171.77,16-12-2032,34.46,38.38,51,Male,,Nest Pension Ltd,12000,
MEM0001842,EMP000050,4905582,13-01-2014,20235.62,10-05-2026,69.31,82.84,59,Male,,Nest Pension Ltd,32758,
MEM0001843,EMP000049,2437026,16-07-2020,8250.51,25-07-2053,68.88,83.91,30,Female,,Nest Pension Ltd,26716,
MEM0001844,EMP000002,9626108,29-09-2013,9009.34,10-06-2049,35.78,29.98,35,Female,,Nest Pension Ltd,18542,
MEM0001845,EMP000025,1192619,12-12-2017,45359.86,23-11-2057,260.8,272.85,35,Female,,Nest Pension Ltd,69378,
MEM0001846,EMP000046,7730428,02-09-2012,34326.4,25-06-2037,104.22,124.62,53,Female,,Nest Pension Ltd,63011,
MEM0001847,EMP000007,8935169,06-01-2011,34097.58,12-08-2053,106.76,93.81,37,Female,,Nest Pension Ltd,49757,
MEM0001848,EMP000041,3653446,10-10-2019,13852,24-09-2052,105.9,113.97,43,Male,,Nest Pension Ltd,36888,
MEM0001849,EMP000012,7829332,23-03-2023,6411.4,06-06-2029,150.87,154.43,53,Female,,Nest Pension Ltd,35183,
MEM0001850,EMP000038,8099076,19-04-2018,12418.1,25-09-2036,79.81,73.5,55,Male,,Nest Pension Ltd,17050,
MEM0001851,EMP000033,8935169,11-03-2023,6762.55,01-07-2044,145.12,162.27,38,Male,,Nest Pension Ltd,42811,
MEM0001852,EMP000022,4668136,27-08-2022,7317.49,15-06-2036,118.76,142.58,55,Male,06-12-2023,Nest Pension Ltd,30082,
MEM0001853,EMP000019,7637601,13-08-2018,18082.43,20-10-2038,117.24,117.6,46,Male,,Nest Pension Ltd,39368,
MEM0001854,EMP000048,2582524,22-09-2014,22477.4,09-07-2031,90.58,89.24,57,Female,,Nest Pension Ltd,29546,
MEM0001855,EMP000021,5661907,16-10-2017,8422.53,10-12-2039,47.54,49.27,45,Male,,Nest Pension Ltd,23660,
MEM0001856,EMP000032,2871534,07-01-2015,39506.48,10-05-2049,152.75,173.75,39,Female,,Nest Pension Ltd,40406,
MEM0001857,EMP000049,4612365,13-03-2015,27186.76,25-04-2037,120.38,108.08,46,Male,,Nest Pension Ltd,25926,
MEM0001858,EMP000033,8835373,15-10-2013,32234.38,09-07-2049,112.88,124.14,32,Female,,Nest Pension Ltd,42466,
MEM0001859,EMP000013,1419610,14-12-2020,20932.54,17-03-2066,212.54,214.65,25,Male,,Nest Pension Ltd,74568,
MEM0001860,EMP000037,2921859,24-12-2019,18341.35,11-08-2027,162.4,138.28,58,Male,,Nest Pension Ltd,39528,
MEM0001861,EMP000008,5076817,09-09-2012,22290.78,14-05-2033,78.23,71.37,60,Male,,Nest Pension Ltd,19948,
MEM0001862,EMP000009,1938483,31-12-2024,155.92,31-01-2064,84.98,70.94,27,Female,,Nest Pension Ltd,30029,
MEM0001863,EMP000015,4194548,02-09-2011,39128.15,13-05-2032,121.49,120.04,53,Male,,Nest Pension Ltd,25994,
MEM0001864,EMP000030,5159166,03-07-2021,13830.15,12-07-2062,153.13,176.16,27,Male,,Nest Pension Ltd,37094,
MEM0001865,EMP000046,1326765,14-02-2017,11776.92,29-12-2041,61.59,62.38,39,Female,,Nest Pension Ltd,29564,
MEM0001866,EMP000016,5437923,25-02-2023,3592.17,30-01-2042,77.96,85.32,45,Male,,Nest Pension Ltd,46127,
MEM0001867,EMP000031,9996414,13-11-2020,24045.16,27-03-2060,247.04,233.86,35,Male,,Nest Pension Ltd,48653,
MEM0001868,EMP000041,3678638,31-07-2021,12391.41,04-03-2044,151.61,150.62,36,Male,,Nest Pension Ltd,32247,
MEM0001869,EMP000036,7264956,05-09-2014,37670.68,31-03-2040,156.99,144.38,41,Female,,Nest Pension Ltd,36701,
MEM0001870,EMP000040,1790481,26-02-2024,1791.12,15-01-2033,92.93,86.18,57,Male,,Nest Pension Ltd,37787,
MEM0001871,EMP000034,1120642,15-01-2014,64585.86,07-06-2037,240.53,245.08,49,Female,,Nest Pension Ltd,56732,
MEM0001872,EMP000032,5159166,18-10-2018,20262.05,20-07-2029,139.26,130.9,64,Male,,Nest Pension Ltd,30273,
MEM0001873,EMP000007,3728882,09-07-2012,13077.74,15-02-2043,41.34,45.27,50,Male,,Nest Pension Ltd,21062,
MEM0001874,EMP000043,1192619,06-08-2012,17299.98,07-01-2051,61.96,52.61,43,Female,,Nest Pension Ltd,17989,
MEM0001875,EMP000023,5672073,06-12-2018,14317.51,02-08-2061,106.35,89.78,34,Female,,Nest Pension Ltd,49382,
MEM0001876,EMP000044,5479144,26-08-2010,52014.76,05-05-2036,157.14,141.8,52,Male,,Nest Pension Ltd,51915,
MEM0001877,EMP000027,1445199,12-08-2022,8797.38,17-07-2046,150.11,153.25,42,Male,,Nest Pension Ltd,33973,
MEM0001878,EMP000026,5924115,16-07-2019,11243.84,07-08-2037,88.2,82.16,50,Male,,Nest Pension Ltd,35431,
MEM0001879,EMP000047,3728882,15-08-2017,39645.64,08-01-2030,240.28,205.18,67,Male,,Nest Pension Ltd,69870,
MEM0001880,EMP000037,5918715,09-01-2022,8715.85,13-11-2047,128.35,113.76,35,Female,,Nest Pension Ltd,27065,
MEM0001881,EMP000009,6229731,08-02-2022,8548.89,12-08-2056,115.47,128.78,23,Male,,Nest Pension Ltd,27626,
MEM0001882,EMP000046,5443951,29-11-2017,10340.58,21-07-2025,58.36,61.88,62,Male,,Nest Pension Ltd,13809,
MEM0001883,EMP000024,5017343,14-06-2014,31314.85,30-09-2051,112.51,132.14,40,Male,,Nest Pension Ltd,28351,
MEM0001884,EMP000011,9279821,08-06-2017,25491.7,14-03-2033,134.29,142.79,53,Female,01-09-2017,Nest Pension Ltd,30671,
MEM0001885,EMP000003,3341057,23-10-2021,6457.98,18-06-2063,77.01,92.94,29,Male,,Nest Pension Ltd,21111,
MEM0001886,EMP000019,2110460,18-07-2010,24948.94,28-07-2038,65.59,76.17,48,Male,,Nest Pension Ltd,33294,
MEM0001887,EMP000008,2525206,12-09-2024,923.35,25-01-2039,150.74,157.04,45,Female,,Nest Pension Ltd,35476,
MEM0001888,EMP000005,4698379,25-04-2021,7785.24,30-04-2030,88.13,88.81,49,Female,,Nest Pension Ltd,36135,
MEM0001889,EMP000035,6229731,28-05-2013,20007.97,25-08-2054,66.26,75.64,37,Female,,Nest Pension Ltd,14693,
MEM0001890,EMP000020,7637601,15-07-2019,10424.54,22-07-2035,78.68,79.27,57,Male,,Nest Pension Ltd,46017,
MEM0001891,EMP000030,2694522,27-03-2012,64954.74,27-09-2046,205.96,213.1,48,Male,,Nest Pension Ltd,67187,
MEM0001892,EMP000006,3728882,11-02-2019,6735.78,13-10-2028,50.6,44.27,60,Male,,Nest Pension Ltd,12000,
MEM0001893,EMP000045,6159230,13-05-2021,14249.39,13-05-2053,161.47,162.38,38,Female,,Nest Pension Ltd,55853,
MEM0001894,EMP000047,3684052,12-05-2018,21158.61,02-07-2034,124.67,139.81,60,Male,,Nest Pension Ltd,61810,
MEM0001895,EMP000037,2719583,30-11-2018,37057.6,29-05-2054,261.89,238.89,40,Male,,Nest Pension Ltd,51783,
MEM0001896,EMP000007,6672134,19-12-2016,48441.68,02-11-2035,267.81,231.59,49,Female,,Nest Pension Ltd,54116,
MEM0001897,EMP000007,2161193,18-10-2013,37778.93,08-08-2051,150.15,127.64,44,Male,,Nest Pension Ltd,40364,
MEM0001898,EMP000010,7455324,30-10-2023,2319.81,26-11-2035,81.87,83.83,51,Female,,Nest Pension Ltd,35967,
MEM0001899,EMP000017,8852574,26-12-2016,22947.32,09-01-2035,120.75,115.82,49,Male,,Nest Pension Ltd,27272,
MEM0001900,EMP000037,4374754,13-02-2019,15587.25,21-01-2063,115.09,104.45,25,Male,,Nest Pension Ltd,33102,
MEM0001901,EMP000036,4337174,28-03-2022,3890.68,21-02-2033,60.88,57.02,53,Male,,Nest Pension Ltd,12000,
MEM0001902,EMP000030,3219824,31-10-2020,9090.32,08-12-2033,95.1,86.71,56,Female,,Nest Pension Ltd,34942,
MEM0001903,EMP000028,9143903,27-09-2011,31162.75,29-09-2026,99.27,94.29,57,Male,,Nest Pension Ltd,36752,
MEM0001904,EMP000048,7374122,23-09-2013,16577.96,11-11-2050,57.88,63.13,43,Male,,Nest Pension Ltd,15716,
MEM0001905,EMP000028,3564217,30-10-2013,34208.41,27-07-2026,128.5,123.03,71,Female,17-01-2020,Nest Pension Ltd,29514,
MEM0001906,EMP000027,2065818,17-03-2010,44620.98,20-10-2030,128.45,119.44,52,Female,,Nest Pension Ltd,42564,
MEM0001907,EMP000047,1527021,30-01-2016,31113.57,07-12-2026,137.93,150.16,61,Female,,Nest Pension Ltd,41592,
MEM0001908,EMP000037,4860684,21-09-2013,36851.44,06-06-2049,138.39,130.6,40,Female,,Nest Pension Ltd,33525,
MEM0001909,EMP000040,8930103,30-04-2018,18783.28,01-09-2032,110.2,121.69,59,Male,,Nest Pension Ltd,42371,
MEM0001910,EMP000014,3396987,13-01-2013,40390.38,08-01-2053,128.22,150.33,41,Male,,Nest Pension Ltd,31563,
MEM0001911,EMP000012,9996414,21-07-2020,11667.71,20-12-2051,105.55,110.52,28,Female,,Nest Pension Ltd,26741,
MEM0001912,EMP000013,4993055,08-02-2012,57279.78,23-01-2026,199.3,165.54,66,Male,,Nest Pension Ltd,42645,
MEM0001913,EMP000030,4553384,05-07-2013,20763.28,15-05-2056,72.64,76.74,35,Female,,Nest Pension Ltd,25569,
MEM0001914,EMP000015,5408072,08-02-2024,948.43,17-06-2065,46.82,48.02,20,Male,,Nest Pension Ltd,12000,
MEM0001915,EMP000028,5446912,09-11-2016,27720.37,13-03-2041,134.36,145.64,51,Female,,Nest Pension Ltd,42580,
MEM0001916,EMP000042,1120642,18-07-2014,28638.61,30-08-2049,106.8,118.7,34,Female,,Nest Pension Ltd,42917,
MEM0001917,EMP000018,2166941,24-11-2015,12774.73,09-12-2033,63.13,53,65,Female,,Nest Pension Ltd,23509,
MEM0001918,EMP000042,2016911,04-08-2018,12627.73,09-06-2041,86.99,74.9,47,Female,,Nest Pension Ltd,28080,
MEM0001919,EMP000031,5663623,09-10-2013,14741.88,17-01-2056,52.21,56.19,31,Male,,Nest Pension Ltd,18523,
MEM0001920,EMP000040,8707870,20-03-2013,19355.09,10-03-2053,68.72,66.63,41,Male,,Nest Pension Ltd,25713,
MEM0001921,EMP000004,5437923,23-06-2021,11783.9,24-05-2042,136.84,143.73,51,Male,,Nest Pension Ltd,29288,
MEM0001922,EMP000020,3710343,18-08-2012,12049.68,19-02-2045,37.17,43.16,47,Female,,Nest Pension Ltd,15958,
MEM0001923,EMP000046,9517485,18-12-2017,8499.68,08-09-2044,52.61,47.39,46,Male,,Nest Pension Ltd,22254,
MEM0001924,EMP000039,8606962,22-09-2013,26815.03,09-08-2026,95.51,100.22,71,Female,,Nest Pension Ltd,27755,
MEM0001925,EMP000036,5924115,28-12-2020,3053.22,04-10-2043,33.29,30.32,40,Female,,Nest Pension Ltd,12000,
MEM0001926,EMP000042,8187926,29-12-2013,27370.95,13-08-2059,93.91,110.35,32,Female,,Nest Pension Ltd,44239,
MEM0001927,EMP000023,4194548,07-07-2019,17169.48,11-01-2048,120.34,139.8,38,Male,,Nest Pension Ltd,45398,
MEM0001928,EMP000048,5614226,24-05-2014,10579.45,12-02-2033,38.57,43.44,58,Male,,Nest Pension Ltd,12000,
MEM0001929,EMP000038,6279418,14-05-2017,15022.93,10-09-2057,82.43,80.86,33,Male,,Nest Pension Ltd,41034,
MEM0001930,EMP000001,7693979,15-02-2016,51017.94,29-12-2057,242.29,230.1,30,Male,,Nest Pension Ltd,54814,
MEM0001931,EMP000003,5672073,04-09-2015,19736.82,18-06-2035,85.79,88.87,46,Female,,Nest Pension Ltd,49958,
MEM0001932,EMP000046,3997281,18-08-2023,6577.15,23-04-2032,193.87,217.2,61,Male,,Nest Pension Ltd,52728,
MEM0001933,EMP000048,1352896,28-03-2022,8432.05,25-09-2052,140.05,115.47,28,Male,,Nest Pension Ltd,50980,
MEM0001934,EMP000046,3094235,20-12-2013,35971.43,15-07-2043,123.1,145.34,39,Female,,Nest Pension Ltd,31129,
MEM0001935,EMP000008,9478454,12-12-2019,7526.38,09-01-2030,64.11,59.27,65,Male,,Nest Pension Ltd,16651,
MEM0001936,EMP000035,1938483,10-05-2014,29472.4,24-09-2028,104.4,124.07,69,Female,,Nest Pension Ltd,56369,
MEM0001937,EMP000021,3219824,18-10-2013,55282.08,28-02-2025,200.09,206.4,68,Female,,Nest Pension Ltd,60385,
MEM0001938,EMP000026,9877065,22-12-2024,130.43,22-03-2059,63.07,67.36,23,Female,,Nest Pension Ltd,37164,
MEM0001939,EMP000033,8707870,25-12-2015,23294.99,31-07-2051,114.28,99.44,34,Male,,Nest Pension Ltd,29470,
MEM0001940,EMP000039,4905582,03-05-2021,7156.87,20-03-2036,74.41,88.25,49,Female,,Nest Pension Ltd,47105,
MEM0001941,EMP000001,6279418,21-02-2016,34827.97,19-04-2026,167.45,158.05,63,Male,,Nest Pension Ltd,43683,
MEM0001942,EMP000037,5672073,07-12-2011,59005.34,22-04-2026,196.25,174.85,69,Female,,Nest Pension Ltd,41900,
MEM0001943,EMP000012,4194548,09-12-2011,11875.97,28-09-2046,35.11,39.58,44,Female,,Nest Pension Ltd,20735,
MEM0001944,EMP000002,2016911,19-10-2013,34512.8,31-08-2055,124.82,128.95,31,Male,,Nest Pension Ltd,45438,
MEM0001945,EMP000006,7829332,15-07-2015,4868.37,14-09-2037,21.61,20.72,48,Male,,Nest Pension Ltd,12000,
MEM0001946,EMP000025,4594297,09-06-2016,17906.49,11-08-2048,92.41,79.77,39,Female,,Nest Pension Ltd,32337,
MEM0001947,EMP000027,7210606,23-03-2014,19151.02,15-06-2038,75.96,70.23,47,Female,,Nest Pension Ltd,34756,
MEM0001948,EMP000017,5672073,11-11-2019,20367.11,13-07-2041,149.96,178.54,41,Male,,Nest Pension Ltd,52352,
MEM0001949,EMP000024,8187926,24-05-2024,1938.22,09-04-2037,141.75,135.14,53,Female,,Nest Pension Ltd,33377,
MEM0001950,EMP000011,1533224,16-02-2023,7062.97,14-11-2038,169.7,151.34,45,Female,,Nest Pension Ltd,51681,
MEM0001951,EMP000045,6707197,12-10-2017,19358.04,30-03-2041,117.6,104.91,45,Female,,Nest Pension Ltd,34672,
MEM0001952,EMP000033,2437026,13-01-2016,34947.68,15-05-2052,150.04,170.58,33,Male,,Nest Pension Ltd,45608,
MEM0001953,EMP000017,8078673,02-08-2012,89900.41,17-06-2028,270.85,324.52,65,Male,,Nest Pension Ltd,67145,
MEM0001954,EMP000009,9398441,01-03-2023,4298.21,07-12-2049,91.77,103.6,41,Male,,Nest Pension Ltd,27953,
MEM0001955,EMP000038,8078673,25-03-2017,13416.13,19-03-2057,66.49,76.23,33,Male,,Nest Pension Ltd,38806,
MEM0001956,EMP000031,5443951,21-07-2017,4554.75,12-01-2052,23.95,26.66,33,Male,,Nest Pension Ltd,12000,
MEM0001957,EMP000030,5041154,06-03-2014,48740.08,03-01-2063,196.82,175.24,31,Male,,Nest Pension Ltd,58912,
MEM0001958,EMP000037,4993055,04-10-2019,9412.47,29-01-2045,69.57,79.83,50,Male,,Nest Pension Ltd,36553,
MEM0001959,EMP000024,4374754,30-07-2017,36991.04,26-12-2034,200.91,210.1,57,Male,,Nest Pension Ltd,57046,
MEM0001960,EMP000015,2651177,16-05-2021,5471.92,10-12-2063,63.12,61.24,29,Female,,Nest Pension Ltd,25665,
MEM0001961,EMP000037,2065818,21-04-2023,2427.68,29-12-2062,64.97,56.41,22,Male,,Nest Pension Ltd,15657,
MEM0001962,EMP000020,4553384,03-10-2021,9248.61,01-12-2048,129.85,107.29,35,Female,,Nest Pension Ltd,35876,
MEM0001963,EMP000004,8090293,08-12-2016,16514.22,21-07-2054,77.34,91.17,37,Male,,Nest Pension Ltd,22854,
MEM0001964,EMP000030,2867825,09-10-2024,612.97,28-12-2056,162.07,144.41,29,Male,,Nest Pension Ltd,37817,
MEM0001965,EMP000006,4823498,19-04-2015,17746.03,26-05-2050,82.07,68.32,42,Female,,Nest Pension Ltd,16607,
MEM0001966,EMP000010,2188789,16-06-2022,19454.28,12-02-2035,329.64,318.84,45,Male,,Nest Pension Ltd,67949,
MEM0001967,EMP000007,3997281,02-05-2022,1442.01,25-12-2038,21.37,23.69,47,Female,,Nest Pension Ltd,13419,
MEM0001968,EMP000030,4594297,12-06-2015,21518.17,05-08-2056,91.8,93.7,35,Male,08-01-2017,Nest Pension Ltd,31621,
MEM0001969,EMP000026,7754864,03-05-2017,9890.58,25-02-2048,48.37,57.98,45,Male,,Nest Pension Ltd,25181,
MEM0001970,EMP000005,5408072,14-12-2020,4197.08,05-04-2026,45.06,40.59,61,Female,,Nest Pension Ltd,12000,
MEM0001971,EMP000012,2016911,11-04-2015,6872.9,26-09-2038,26.28,31.96,52,Male,,Nest Pension Ltd,12000,
MEM0001972,EMP000001,7264956,10-06-2023,4290.75,02-05-2036,104.26,121.57,46,Male,02-12-2024,Nest Pension Ltd,41858,
MEM0001973,EMP000013,2571945,27-09-2014,13635.16,06-11-2043,55.94,54.02,49,Male,,Nest Pension Ltd,23594,
MEM0001974,EMP000042,1768805,20-07-2019,17441.61,17-12-2054,144.33,119.94,34,Male,,Nest Pension Ltd,29095,
MEM0001975,EMP000031,8078673,09-11-2015,24515.94,27-01-2030,108.53,112.33,55,Male,,Nest Pension Ltd,29043,
MEM0001976,EMP000034,4612365,05-06-2020,8909.61,12-05-2062,83.49,78.5,29,Female,,Nest Pension Ltd,34377,
MEM0001977,EMP000042,7455324,11-04-2010,55024.81,06-06-2045,164.73,142.67,44,Female,,Nest Pension Ltd,43293,
